2.010623931884765625e+01,3.099494361877441406e+01,2.683007955551147461e+00,1.037951946258544922e+00,1.586303949356079102e+00,1.912703990936279297e+00,1.853952050209045410e+00,2.461055994033813477e+00
2.010623931884765625e+01,3.083174324035644531e+01,2.683007955551147461e+00,1.037951946258544922e+00,1.586303949356079102e+00,1.912703990936279297e+00,1.853952050209045410e+00,2.461055994033813477e+00
2.026943969726562500e+01,3.099494361877441406e+01,2.683007955551147461e+00,1.037951946258544922e+00,1.586303949356079102e+00,1.912703990936279297e+00,1.853952050209045410e+00,2.461055994033813477e+00
2.010623931884765625e+01,3.099494361877441406e+01,2.683007955551147461e+00,1.037951946258544922e+00,1.586303949356079102e+00,1.912703990936279297e+00,1.853952050209045410e+00,2.461055994033813477e+00
2.114419174194335938e+01,3.083174324035644531e+01,2.075903892517089844e+00,1.037951946258544922e+00,1.586303949356079102e+00,1.912703990936279297e+00,1.690752029418945312e+00,3.557760000228881836e+00
2.479334449768066406e+01,2.968934440612792969e+01,5.483520030975341797e-01,1.037951946258544922e+00,1.586303949356079102e+00,1.912703990936279297e+00,1.690752029418945312e+00,7.383168220520019531e+00
2.893209648132324219e+01,2.701939201354980469e+01,8.747519850730895996e-01,1.096704006195068359e+00,1.749503970146179199e+00,1.912703990936279297e+00,1.527552008628845215e+00,1.240972805023193359e+01
3.209164810180664062e+01,2.271743965148925781e+01,1.037951946258544922e+00,1.259904026985168457e+00,1.749503970146179199e+00,1.749503970146179199e+00,1.527552008628845215e+00,1.770393562316894531e+01
3.317529678344726562e+01,2.271743965148925781e+01,1.364351987838745117e+00,1.423104047775268555e+00,1.749503970146179199e+00,1.853952050209045410e+00,2.787456035614013672e+00,2.265868759155273438e+01
3.219609451293945312e+01,1.748198318481445312e+01,1.364351987838745117e+00,1.423104047775268555e+00,1.749503970146179199e+00,1.690752029418945312e+00,7.546368122100830078e+00,2.636659240722656250e+01
2.985254478454589844e+01,1.143052768707275391e+01,1.527552008628845215e+00,1.586303949356079102e+00,1.749503970146179199e+00,1.690752029418945312e+00,1.322572803497314453e+01,2.952614402770996094e+01
2.522419166564941406e+01,5.855616092681884766e+00,1.586303949356079102e+00,1.586303949356079102e+00,1.749503970146179199e+00,2.461055994033813477e+00,1.884633636474609375e+01,3.017894363403320312e+01
1.977984046936035156e+01,1.423104047775268555e+00,1.749503970146179199e+00,1.586303949356079102e+00,1.749503970146179199e+00,6.730368137359619141e+00,2.489779281616210938e+01,2.930419158935546875e+01
1.399603176116943359e+01,7.115520238876342773e-01,1.912703990936279297e+00,1.586303949356079102e+00,1.586303949356079102e+00,1.295808029174804688e+01,2.909529685974121094e+01,2.696063995361328125e+01
7.931519985198974609e+00,8.747519850730895996e-01,1.912703990936279297e+00,1.586303949356079102e+00,1.423104047775268555e+00,1.939468765258789062e+01,3.192844772338867188e+01,2.216908836364746094e+01
2.683007955551147461e+00,1.037951946258544922e+00,1.912703990936279297e+00,1.423104047775268555e+00,1.423104047775268555e+00,2.463014411926269531e+01,3.258124923706054688e+01,2.216908836364746094e+01
2.683007955551147461e+00,1.364351987838745117e+00,1.912703990936279297e+00,1.423104047775268555e+00,3.557760000228881836e+00,2.463014411926269531e+01,3.127564811706542969e+01,1.715558433532714844e+01
7.115520238876342773e-01,1.096704006195068359e+00,1.749503970146179199e+00,1.259904026985168457e+00,9.295871734619140625e+00,2.942169570922851562e+01,2.822054481506347656e+01,1.169817638397216797e+01
8.747519850730895996e-01,1.423104047775268555e+00,1.586303949356079102e+00,1.364351987838745117e+00,1.536038398742675781e+01,3.274444961547851562e+01,2.293939208984375000e+01,6.508416175842285156e+00
1.037951946258544922e+00,1.423104047775268555e+00,1.423104047775268555e+00,1.749503970146179199e+00,2.157504081726074219e+01,3.323404693603515625e+01,1.731878471374511719e+01,1.912703990936279297e+00
1.201151967048645020e+00,1.586303949356079102e+00,1.527552008628845215e+00,4.817664146423339844e+00,2.681049537658691406e+01,3.192844772338867188e+01,1.137177562713623047e+01,5.483520030975341797e-01
1.527552008628845215e+00,1.586303949356079102e+00,1.527552008628845215e+00,1.022937583923339844e+01,3.078604888916015625e+01,2.942169570922851562e+01,5.144063949584960938e+00,7.115520238876342773e-01
1.423104047775268555e+00,1.749503970146179199e+00,3.335808038711547852e+00,2.108543968200683594e+01,3.290764617919921875e+01,1.874188804626464844e+01,1.201151967048645020e+00,1.201151967048645020e+00
1.586303949356079102e+00,1.586303949356079102e+00,8.910719871520996094e+00,2.587699127197265625e+01,3.307084655761718750e+01,1.257292842864990234e+01,8.747519850730895996e-01,1.364351987838745117e+00
1.586303949356079102e+00,1.586303949356079102e+00,1.491648006439208984e+01,2.587699127197265625e+01,3.105369567871093750e+01,1.257292842864990234e+01,1.037951946258544922e+00,1.423104047775268555e+00
1.586303949356079102e+00,1.586303949356079102e+00,2.086348724365234375e+01,2.919974327087402344e+01,2.707814407348632812e+01,6.182015895843505859e+00,1.201151967048645020e+00,1.423104047775268555e+00
1.749503970146179199e+00,1.423104047775268555e+00,2.701939201354980469e+01,3.089049530029296875e+01,2.167948722839355469e+01,1.690752029418945312e+00,1.527552008628845215e+00,1.586303949356079102e+00
1.749503970146179199e+00,1.259904026985168457e+00,2.701939201354980469e+01,3.056409645080566406e+01,2.167948722839355469e+01,8.747519850730895996e-01,1.527552008628845215e+00,1.586303949356079102e+00
1.749503970146179199e+00,1.259904026985168457e+00,3.235929489135742188e+01,2.887334442138671875e+01,1.644403266906738281e+01,1.201151967048645020e+00,1.690752029418945312e+00,1.586303949356079102e+00
1.586303949356079102e+00,3.231359958648681641e+00,3.421324920654296875e+01,2.522419166564941406e+01,1.066022396087646484e+01,1.364351987838745117e+00,1.853952050209045410e+00,1.586303949356079102e+00
1.423104047775268555e+00,8.316672325134277344e+00,3.209164810180664062e+01,1.497523212432861328e+01,1.037951946258544922e+00,1.690752029418945312e+00,1.749503970146179199e+00,1.423104047775268555e+00
1.527552008628845215e+00,1.399603176116943359e+01,2.827929687500000000e+01,1.033382415771484375e+01,8.747519850730895996e-01,1.853952050209045410e+00,1.749503970146179199e+00,1.423104047775268555e+00
1.364351987838745117e+00,2.004748725891113281e+01,2.827929687500000000e+01,1.033382415771484375e+01,8.747519850730895996e-01,2.017152070999145508e+00,1.749503970146179199e+00,1.423104047775268555e+00
2.134655952453613281e+00,2.506099128723144531e+01,2.244979286193847656e+01,5.144063949584960938e+00,1.201151967048645020e+00,2.017152070999145508e+00,1.749503970146179199e+00,1.259904026985168457e+00
6.403967857360839844e+00,2.919974327087402344e+01,1.607193565368652344e+01,1.096704006195068359e+00,1.096704006195068359e+00,2.180351972579956055e+00,1.749503970146179199e+00,1.364351987838745117e+00
1.263167953491210938e+01,3.083174324035644531e+01,9.844223976135253906e+00,7.115520238876342773e-01,1.259904026985168457e+00,1.912703990936279297e+00,1.749503970146179199e+00,1.364351987838745117e+00
1.863743972778320312e+01,3.083174324035644531e+01,3.557760000228881836e+00,8.747519850730895996e-01,1.586303949356079102e+00,1.912703990936279297e+00,1.586303949356079102e+00,1.971456050872802734e+00
2.414054489135742188e+01,2.936294364929199219e+01,7.115520238876342773e-01,1.201151967048645020e+00,1.586303949356079102e+00,1.912703990936279297e+00,1.690752029418945312e+00,6.018815994262695312e+00
2.909529685974121094e+01,2.636659240722656250e+01,8.747519850730895996e-01,1.096704006195068359e+00,1.749503970146179199e+00,1.749503970146179199e+00,1.527552008628845215e+00,1.137177562713623047e+01
3.219609451293945312e+01,2.200588798522949219e+01,1.201151967048645020e+00,1.259904026985168457e+00,1.749503970146179199e+00,1.749503970146179199e+00,1.749503970146179199e+00,1.666598320007324219e+01
3.301209640502929688e+01,1.650278472900390625e+01,1.364351987838745117e+00,1.423104047775268555e+00,1.912703990936279297e+00,1.853952050209045410e+00,4.758912086486816406e+00,2.167948722839355469e+01
3.219609451293945312e+01,1.071897602081298828e+01,1.690752029418945312e+00,1.586303949356079102e+00,1.912703990936279297e+00,1.690752029418945312e+00,1.017062377929687500e+01,2.581823921203613281e+01
2.968934440612792969e+01,5.144063949584960938e+00,1.586303949356079102e+00,1.586303949356079102e+00,1.749503970146179199e+00,1.690752029418945312e+00,1.579123210906982422e+01,2.887334442138671875e+01
2.489779281616210938e+01,1.201151967048645020e+00,1.749503970146179199e+00,1.586303949356079102e+00,1.749503970146179199e+00,1.912703990936279297e+00,2.173823928833007812e+01,3.017894363403320312e+01
1.961664009094238281e+01,7.115520238876342773e-01,1.912703990936279297e+00,1.586303949356079102e+00,1.586303949356079102e+00,5.085311889648437500e+00,2.740454483032226562e+01,2.963059234619140625e+01
