5.328219532966613770e-01,4.522747516632080078e+00
5.327803492546081543e-01,4.522758960723876953e+00
5.328297615051269531e-01,4.522767543792724609e+00
5.327878594398498535e-01,4.522755622863769531e+00
5.327992439270019531e-01,4.522756576538085938e+00
5.328077077865600586e-01,4.522754669189453125e+00
5.328052043914794922e-01,4.522751808166503906e+00
5.327805280685424805e-01,4.522756099700927734e+00
5.328093171119689941e-01,4.522746086120605469e+00
5.327828526496887207e-01,4.522757530212402344e+00
5.328010916709899902e-01,4.522745132446289062e+00
5.327799320220947266e-01,4.522754669189453125e+00
5.327932238578796387e-01,4.522752761840820312e+00
5.328057408332824707e-01,4.522759914398193359e+00
5.328001379966735840e-01,4.522756576538085938e+00
5.327899456024169922e-01,4.522756576538085938e+00
5.328082442283630371e-01,4.522747516632080078e+00
5.327898263931274414e-01,4.522763729095458984e+00
5.328088998794555664e-01,4.522750377655029297e+00
5.327928066253662109e-01,4.522756099700927734e+00
5.327920317649841309e-01,4.522752285003662109e+00
5.327941775321960449e-01,4.522751808166503906e+00
5.327856540679931641e-01,4.522755146026611328e+00
5.328122377395629883e-01,4.522750854492187500e+00
5.328027009963989258e-01,4.522749900817871094e+00
5.327790975570678711e-01,4.522758007049560547e+00
5.328062176704406738e-01,4.522749423980712891e+00
5.327857732772827148e-01,4.522763729095458984e+00
5.327870249748229980e-01,4.522754669189453125e+00
5.328067541122436523e-01,4.522758007049560547e+00
5.327916741371154785e-01,4.522758960723876953e+00
5.327848196029663086e-01,4.522756099700927734e+00
5.327656865119934082e-01,4.522761821746826172e+00
5.327801108360290527e-01,4.522759914398193359e+00
5.328060984611511230e-01,4.522758483886718750e+00
5.327888727188110352e-01,4.522758960723876953e+00
5.327825546264648438e-01,4.522753238677978516e+00
5.328043103218078613e-01,4.522756576538085938e+00
5.327797532081604004e-01,4.522759437561035156e+00
5.328130125999450684e-01,4.522752285003662109e+00
5.327572822570800781e-01,4.522756099700927734e+00
5.327829718589782715e-01,4.522756576538085938e+00
5.328001976013183594e-01,4.522754669189453125e+00
5.328013896942138672e-01,4.522758007049560547e+00
5.327939391136169434e-01,4.522757530212402344e+00
5.327972173690795898e-01,4.522750377655029297e+00
5.327720046043395996e-01,4.522760868072509766e+00
5.328171253204345703e-01,4.522748947143554688e+00
5.327875614166259766e-01,4.522756099700927734e+00
5.327985286712646484e-01,4.522752285003662109e+00
5.327948331832885742e-01,4.522753715515136719e+00
5.328003764152526855e-01,4.522760868072509766e+00
5.327836871147155762e-01,4.522750854492187500e+00
5.328056812286376953e-01,4.522749900817871094e+00
5.327714085578918457e-01,4.522758007049560547e+00
5.328063368797302246e-01,4.522752285003662109e+00
5.327580571174621582e-01,4.522757530212402344e+00
5.327947735786437988e-01,4.522763729095458984e+00
5.327866077423095703e-01,4.522760868072509766e+00
5.327910184860229492e-01,4.522761344909667969e+00
5.327997803688049316e-01,4.522760868072509766e+00
5.328155755996704102e-01,4.522760868072509766e+00
5.327719449996948242e-01,4.522766113281250000e+00
5.328208208084106445e-01,4.522749423980712891e+00
5.327701568603515625e-01,4.522751808166503906e+00
5.328159332275390625e-01,4.522748470306396484e+00
5.327915549278259277e-01,4.522755622863769531e+00
5.328033566474914551e-01,4.522744178771972656e+00
5.327964425086975098e-01,4.522759437561035156e+00
5.328052639961242676e-01,4.522759437561035156e+00
5.327829122543334961e-01,4.522752761840820312e+00
5.328120589256286621e-01,4.522756576538085938e+00
5.327816605567932129e-01,4.522765159606933594e+00
5.328068137168884277e-01,4.522753238677978516e+00
5.327864289283752441e-01,4.522757530212402344e+00
5.327908992767333984e-01,4.522752285003662109e+00
5.327918529510498047e-01,4.522761821746826172e+00
5.327822566032409668e-01,4.522750377655029297e+00
5.327922105789184570e-01,4.522751331329345703e+00
5.328168272972106934e-01,4.522752285003662109e+00
5.327631831169128418e-01,4.522758960723876953e+00
5.328062176704406738e-01,4.522758483886718750e+00
5.327903628349304199e-01,4.522758007049560547e+00
5.327985882759094238e-01,4.522762775421142578e+00
5.327976346015930176e-01,4.522752761840820312e+00
5.327931642532348633e-01,4.522758483886718750e+00
5.327863097190856934e-01,4.522757530212402344e+00
5.328252315521240234e-01,4.522763252258300781e+00
5.327911376953125000e-01,4.522764682769775391e+00
5.328147411346435547e-01,4.522761344909667969e+00
5.327855348587036133e-01,4.522754669189453125e+00
5.327849984169006348e-01,4.522759914398193359e+00
5.328053832054138184e-01,4.522757530212402344e+00
5.328008532524108887e-01,4.522746086120605469e+00
5.327852368354797363e-01,4.522759437561035156e+00
5.328015685081481934e-01,4.522750377655029297e+00
5.327769517898559570e-01,4.522759914398193359e+00
5.328026413917541504e-01,4.522755146026611328e+00
5.327899456024169922e-01,4.522755622863769531e+00
5.327922105789184570e-01,4.522751331329345703e+00
5.328035354614257812e-01,4.522753715515136719e+00
5.327837467193603516e-01,4.522753715515136719e+00
5.327958464622497559e-01,4.522756576538085938e+00
5.328036546707153320e-01,4.522739887237548828e+00
5.327829122543334961e-01,4.522759437561035156e+00
5.328043103218078613e-01,4.522745132446289062e+00
5.327855944633483887e-01,4.522769927978515625e+00
5.327900648117065430e-01,4.522752285003662109e+00
5.328064560890197754e-01,4.522759437561035156e+00
5.327791571617126465e-01,4.522750377655029297e+00
5.327983498573303223e-01,4.522758960723876953e+00
5.327874422073364258e-01,4.522751808166503906e+00
5.327758789062500000e-01,4.522752285003662109e+00
5.327893495559692383e-01,4.522750854492187500e+00
5.327772498130798340e-01,4.522758483886718750e+00
5.327814221382141113e-01,4.522752761840820312e+00
5.328075289726257324e-01,4.522761821746826172e+00
5.327718257904052734e-01,4.522753715515136719e+00
5.328077077865600586e-01,4.522750377655029297e+00
5.327799320220947266e-01,4.522753715515136719e+00
5.327923893928527832e-01,4.522755622863769531e+00
5.327950119972229004e-01,4.522746086120605469e+00
5.327882766723632812e-01,4.522761344909667969e+00
5.327892303466796875e-01,4.522748470306396484e+00
5.328073501586914062e-01,4.522754192352294922e+00
5.327720046043395996e-01,4.522756576538085938e+00
5.328202843666076660e-01,4.522753238677978516e+00
5.327746868133544922e-01,4.522748947143554688e+00
5.327954888343811035e-01,4.522753715515136719e+00
5.327981114387512207e-01,4.522749900817871094e+00
5.328031182289123535e-01,4.522759437561035156e+00
5.327925682067871094e-01,4.522758007049560547e+00
5.327991843223571777e-01,4.522754669189453125e+00
5.327738523483276367e-01,4.522754669189453125e+00
5.328207015991210938e-01,4.522754192352294922e+00
5.327983498573303223e-01,4.522747516632080078e+00
