4.419456005096435547e+00,1.313760042190551758e+00,8.159999735653400421e-03,1.000416040420532227e+00
4.582655906677246094e+00,1.173408031463623047e+00,-1.159605786603911098e-15,9.563519954681396484e-01
4.491263866424560547e+00,1.269695997238159180e+00,-1.159605786603911098e-15,8.959680199623107910e-01
4.804607868194580078e+00,1.269695997238159180e+00,-3.590400144457817078e-02,9.122880101203918457e-01
4.804607868194580078e+00,1.129343986511230469e+00,1.631999947130680084e-02,9.645119905471801758e-01
4.758912086486816406e+00,1.129343986511230469e+00,1.044479981064796448e-01,1.016736030578613281e+00
4.758912086486816406e+00,1.068959951400756836e+00,2.448000013828277588e-02,9.563519954681396484e-01
4.595712184906005859e+00,1.085279941558837891e+00,-1.958400011062622070e-02,9.726719856262207031e-01
4.654463768005371094e+00,1.181568026542663574e+00,7.670400291681289673e-02,1.068959951400756836e+00
4.726272106170654297e+00,1.041216015815734863e+00,2.448000013828277588e-02,9.645119905471801758e-01
4.876416206359863281e+00,1.137503981590270996e+00,-1.142400037497282028e-02,1.033056020736694336e+00
4.771967887878417969e+00,1.137503981590270996e+00,-5.548800155520439148e-02,1.033056020736694336e+00
4.935167789459228516e+00,1.093440055847167969e+00,3.263999894261360168e-02,1.024896025657653809e+00
5.006976127624511719e+00,1.093440055847167969e+00,9.302400052547454834e-02,1.024896025657653809e+00
5.157120227813720703e+00,1.189728021621704102e+00,4.896000027656555176e-02,1.041216015815734863e+00
5.052671909332275391e+00,1.033056020736694336e+00,4.080000147223472595e-02,1.033056020736694336e+00
5.052671909332275391e+00,1.049376010894775391e+00,5.711999908089637756e-02,9.530879855155944824e-01
4.961279869079589844e+00,1.145663976669311523e+00,1.305599976330995560e-02,1.049376010894775391e+00
5.111423969268798828e+00,1.005311965942382812e+00,1.011840030550956726e-01,9.889919757843017578e-01
5.111423969268798828e+00,1.101600050926208496e+00,-7.507199794054031372e-02,1.101600050926208496e+00
4.902527809143066406e+00,1.101600050926208496e+00,-2.284800074994564056e-02,1.057536005973815918e+00
4.902527809143066406e+00,9.612479805946350098e-01,7.344000041484832764e-02,1.057536005973815918e+00
5.006976127624511719e+00,1.057536005973815918e+00,6.527999788522720337e-02,1.041216015815734863e+00
5.170176029205322266e+00,1.005311965942382812e+00,-1.468800008296966553e-02,1.013471961021423340e+00
4.915584087371826172e+00,9.008640050888061523e-01,8.160000294446945190e-02,1.206048011779785156e+00
5.065728187561035156e+00,1.013471961021423340e+00,7.344000041484832764e-02,1.145663976669311523e+00
5.065728187561035156e+00,1.013471961021423340e+00,8.975999802350997925e-02,1.161983966827392578e+00
5.065728187561035156e+00,1.013471961021423340e+00,4.569600149989128113e-02,1.161983966827392578e+00
4.974336147308349609e+00,9.694079756736755371e-01,8.160000294446945190e-02,1.197888016700744629e+00
4.961279869079589844e+00,9.253439903259277344e-01,1.419840008020401001e-01,1.250112056732177734e+00
4.961279869079589844e+00,9.253439903259277344e-01,9.792000055313110352e-02,1.450847983360290527e+00
4.961279869079589844e+00,1.021631956100463867e+00,1.419840008020401001e-01,1.310495972633361816e+00
4.869887828826904297e+00,1.013471961021423340e+00,1.419840008020401001e-01,1.390463948249816895e+00
5.124479770660400391e+00,1.013471961021423340e+00,1.060800030827522278e-01,1.503072023391723633e+00
4.856832027435302734e+00,1.073855996131896973e+00,6.201599910855293274e-02,1.459007978439331055e+00
4.974336147308349609e+00,1.029791951179504395e+00,9.792000055313110352e-02,1.302335977554321289e+00
4.811135768890380859e+00,1.126080036163330078e+00,1.142399981617927551e-01,1.511232018470764160e+00
4.974336147308349609e+00,1.037951946258544922e+00,1.142399981617927551e-01,1.467167973518371582e+00
4.974336147308349609e+00,9.938880205154418945e-01,7.017599791288375854e-02,1.563456058502197266e+00
5.046144008636474609e+00,1.046111941337585449e+00,1.060800030827522278e-01,1.406784057617187500e+00
5.033088207244873047e+00,9.857280254364013672e-01,1.224000006914138794e-01,1.519392013549804688e+00
5.033088207244873047e+00,1.046111941337585449e+00,7.833600044250488281e-02,1.475327968597412109e+00
4.928639888763427734e+00,1.150560021400451660e+00,1.142399981617927551e-01,1.555295944213867188e+00
5.104896068572998047e+00,1.010208010673522949e+00,2.268480062484741211e-01,1.527552008628845215e+00
5.091839790344238281e+00,1.062432050704956055e+00,1.827840059995651245e-01,1.483487963676452637e+00
5.091839790344238281e+00,1.158720016479492188e+00,1.827840059995651245e-01,1.571616053581237793e+00
5.255040168762207031e+00,1.018368005752563477e+00,2.186879962682723999e-01,1.571616053581237793e+00
5.059199810028076172e+00,1.114655971527099609e+00,1.387200057506561279e-01,1.587936043739318848e+00
